dataset,horizon,seed,variant,mse_norm,mae_norm
ETTh2,192,2025,SRSNet_RandomSPNoShuffle,0.2761854395289286,0.3582235499431843
ETTh2,192,2021,SRSNet_TASP,0.2720537129282973,0.3557970379559371
ETTh2,192,2022,SRSNet_TASP,0.2781262179520842,0.3582719424056336
ETTh2,192,2023,SRSNet_TASP,0.2804763252532319,0.3590117427060319
ETTh2,192,2024,SRSNet_TASP,0.2752824111310059,0.3559691525853702
ETTh2,192,2025,SRSNet_TASP,0.2777841803026885,0.3597243298093497
ETTh2,336,2021,SRSNet,0.3265620904301895,0.3893252378168312
ETTh2,336,2022,SRSNet,0.3209963691190963,0.386683501800297
ETTh2,336,2023,SRSNet,0.3307908305179006,0.3932196104870292
ETTh2,336,2024,SRSNet,0.3149875371498327,0.3845450575588078
ETTh2,336,2025,SRSNet,0.324647268726279,0.390015827656596
ETTh2,336,2021,SRSNet_HypernetAF,0.3173661683369122,0.38402783299376
ETTh2,336,2022,SRSNet_HypernetAF,0.3162875513850711,0.3834314362940301
ETTh2,336,2023,SRSNet_HypernetAF,0.3132206457214535,0.3817170770850362
ETTh2,336,2024,SRSNet_HypernetAF,0.3151647692781776,0.382537086736094
ETTh2,336,2025,SRSNet_HypernetAF,0.3161856124690989,0.382997925513092
ETTh2,336,2021,SRSNet_RandomSP,0.3144849825925848,0.3813062347656997
ETTh2,336,2022,SRSNet_RandomSP,0.3135964637492224,0.3807951413520031
ETTh2,336,2023,SRSNet_RandomSP,0.3168417351246609,0.3836736109527631
ETTh2,336,2024,SRSNet_RandomSP,0.3180801672762596,0.3850397199668057
ETTh2,336,2025,SRSNet_RandomSP,0.3181193163981906,0.3846803516047619
ETTh2,336,2021,SRSNet_RandomSPNoShuffle,0.3126786208570646,0.3808315377934357
ETTh2,336,2022,SRSNet_RandomSPNoShuffle,0.3128777915620473,0.3809361017396231
ETTh2,336,2023,SRSNet_RandomSPNoShuffle,0.3126395308457182,0.380789352821635
ETTh2,336,2024,SRSNet_RandomSPNoShuffle,0.313008267061222,0.3810541979218125
ETTh2,336,2025,SRSNet_RandomSPNoShuffle,0.3130981701910866,0.3811053757622231
ETTh2,336,2021,SRSNet_TASP,0.3174547234010632,0.3831939939074654
ETTh2,336,2022,SRSNet_TASP,0.3153372038104583,0.3823563670280576
ETTh2,336,2023,SRSNet_TASP,0.3160272679720293,0.3830827221573095
ETTh2,336,2024,SRSNet_TASP,0.3114516634165907,0.380175079696643
ETTh2,336,2025,SRSNet_TASP,0.316731302268093,0.3844658500958428
ETTh2,720,2021,SRSNet,0.421105217821042,0.446254403255685
ETTh2,720,2022,SRSNet,0.4286980332802038,0.4536455085439399
ETTh2,720,2023,SRSNet,0.409724824648548,0.4360687955486979
ETTh2,720,2024,SRSNet,0.3988673136022992,0.4326214731398846
ETTh2,720,2025,SRSNet,0.4099273159922433,0.4394053534953447
ETTh2,720,2021,SRSNet_HypernetAF,0.4361824529894079,0.4563619507810145
ETTh2,720,2022,SRSNet_HypernetAF,0.4036961382504521,0.4363427393433808
ETTh2,720,2023,SRSNet_HypernetAF,0.4016978589252965,0.4341347438591713
ETTh2,720,2024,SRSNet_HypernetAF,0.4172023810846982,0.4455544032547867
ETTh2,720,2025,SRSNet_HypernetAF,0.4000739205033161,0.4337242152153175
ETTh2,720,2021,SRSNet_RandomSP,0.4188245564087438,0.4466782017795362
ETTh2,720,2022,SRSNet_RandomSP,0.4053683071347164,0.4378687348117824
ETTh2,720,2023,SRSNet_RandomSP,0.4129014655184426,0.4426433074626314
ETTh2,720,2024,SRSNet_RandomSP,0.4245066728074891,0.4501410266553733
ETTh2,720,2025,SRSNet_RandomSP,0.4135411848377454,0.4438066196138119
ETTh2,720,2021,SRSNet_RandomSPNoShuffle,0.4197267833948404,0.4459101943924007
ETTh2,720,2022,SRSNet_RandomSPNoShuffle,0.402964989934078,0.4355714833190645
ETTh2,720,2023,SRSNet_RandomSPNoShuffle,0.4133914662326794,0.4420080924397605
ETTh2,720,2024,SRSNet_RandomSPNoShuffle,0.4273422778891189,0.4507104235399231
ETTh2,720,2025,SRSNet_RandomSPNoShuffle,0.4143730805289742,0.4432550235083631
ETTh2,720,2021,SRSNet_TASP,0.4019494478792531,0.4355804286720454
ETTh2,720,2022,SRSNet_TASP,0.4192102494513615,0.4462810276171777
ETTh2,720,2023,SRSNet_TASP,0.394540731465816,0.4285749344583844
ETTh2,720,2024,SRSNet_TASP,0.3925911611670916,0.4300762458974631
ETTh2,720,2025,SRSNet_TASP,0.4149784477484619,0.4421973022899003
ETTm1,96,2021,SRSNet,0.3179518527018061,0.3701175630937398
ETTm1,96,2022,SRSNet,0.3203716313482747,0.3722986741372517
ETTm1,96,2023,SRSNet,0.3184199431629178,0.372384815317982
ETTm1,96,2024,SRSNet,0.3149065359674125,0.3695269019335972
ETTm1,96,2025,SRSNet,0.3140577209734969,0.3679125335627932
ETTm1,96,2021,SRSNet_HypernetAF,0.3194400028827453,0.3700484205148232
